id_paquete,peso_kg,distancia_km,tipo_servicio,es_fragil,costo_envio
PKG-0539,24.82,417.1,Estandar,Si,101.43
PKG-0540,20.85,633.2,Express,No,103.76
PKG-0541,9.46,607.3,Estandar,Si,82.69
PKG-0542,12.59,371.7,Express,Si,81.97
PKG-0543,12.21,772.6,Estandar,No,93.9
PKG-0544,16.37,58.2,Express,No,54.6
PKG-0545,5.79,710.2,Estandar,No,71.16
PKG-0546,19.56,697.0,Estandar,No,97.43
PKG-0547,7.42,733.0,Express,No,90.0
PKG-0548,24.91,327.4,Mismo_Dia,No,101.54
PKG-0549,24.04,106.4,Express,Si,85.75
PKG-0550,2.4,316.7,Estandar,Si,45.17
PKG-0551,3.09,428.5,Express,No,57.17
PKG-0552,15.69,284.2,Mismo_Dia,Si,102.23
PKG-0553,9.6,641.3,Estandar,Si,84.94
PKG-0554,10.73,707.1,Estandar,Si,95.19
PKG-0555,15.36,461.4,Estandar,No,71.34
PKG-0556,21.64,265.1,Estandar,No,67.55
PKG-0557,24.91,639.8,Express,No,111.8
PKG-0558,12.29,391.4,Estandar,Si,67.37
PKG-0559,,702.9,Estandar,Si,91.95
PKG-0560,6.69,178.5,Express,No,47.12
PKG-0561,4.12,198.7,Express,No,42.15
PKG-0562,12.9,780.4,Mismo_Dia,No,127.9
PKG-0563,3.2,523.5,Mismo_Dia,No,81.35
PKG-0564,6.56,668.6,Express,No,79.78
PKG-0565,23.74,355.5,Estandar,No,71.82
PKG-0566,19.63,717.2,Mismo_Dia,No,130.03
PKG-0567,17.47,582.9,Estandar,No,79.49
PKG-0568,25.18,377.0,Estandar,Si,93.67
PKG-0569,13.4,126.3,Estandar,No,35.81
PKG-0570,2.79,768.1,Estandar,Si,83.77
PKG-0571,,341.9,Estandar,No,44.39
PKG-0572,20.89,308.8,Mismo_Dia,No,96.64
PKG-0573,5.1,756.3,Express,No,82.35
PKG-0574,27.51,116.4,Estandar,Si,78.79
PKG-0575,20.47,733.0,Estandar,No,92.77
PKG-0576,7.35,29.5,Estandar,No,25.91
PKG-0577,6.09,576.3,Express,Si,78.45
PKG-0578,24.77,302.1,Estandar,No,77.8
PKG-0579,27.46,699.7,Mismo_Dia,No,137.8
PKG-0580,22.71,,Mismo_Dia,No,104.32
PKG-0581,12.78,712.3,Express,Si,109.43
PKG-0582,19.06,613.2,Express,No,106.98
PKG-0583,2.07,552.4,Express,Si,77.65
PKG-0584,17.22,209.2,Estandar,No,58.28
PKG-0585,18.81,46.8,Estandar,Si,52.41
PKG-0586,16.07,210.7,Estandar,No,42.52
PKG-0587,11.96,635.5,Estandar,No,77.64
PKG-0588,23.67,106.6,Estandar,No,56.4
PKG-0589,5.37,327.9,Mismo_Dia,No,69.64
PKG-0590,27.84,524.6,Mismo_Dia,No,126.63
PKG-0591,25.16,17.5,Express,No,62.7
PKG-0592,1.58,371.8,Estandar,No,34.81
PKG-0593,15.56,474.3,Express,No,80.28
PKG-0594,17.89,109.9,Express,Si,68.68
PKG-0595,20.6,428.4,Express,No,88.31
PKG-0596,18.55,710.3,Express,No,108.35
PKG-0597,23.28,677.2,Express,No,116.27
PKG-0598,19.7,605.1,Estandar,No,94.24
PKG-0599,27.97,422.8,Estandar,Si,101.93
PKG-0600,,448.9,Estandar,No,39.61
PKG-0601,0.77,349.6,Mismo_Dia,No,64.4
PKG-0602,23.13,691.4,Express,No,108.55
PKG-0603,6.27,740.9,Mismo_Dia,No,103.7
PKG-0604,25.87,416.5,Express,No,103.05
PKG-0605,17.09,19.4,Estandar,No,41.88
PKG-0606,21.18,744.8,Estandar,Si,119.45
PKG-0607,5.39,12.3,Express,Si,38.02
PKG-0608,5.9,516.6,Estandar,No,53.2
PKG-0609,18.88,471.9,Estandar,No,73.68
PKG-0610,28.04,648.5,Estandar,No,104.84
PKG-0611,5.39,79.3,Estandar,No,18.91
PKG-0612,3.46,466.5,Estandar,Si,63.31
PKG-0613,,692.7,Estandar,No,104.47
PKG-0614,19.77,524.5,Estandar,Si,94.26
PKG-0615,3.68,289.8,Estandar,No,37.55
PKG-0616,25.53,678.5,Mismo_Dia,No,134.74
PKG-0617,20.88,401.9,Express,No,85.29
PKG-0618,8.03,55.9,Express,No,38.5
PKG-0619,29.74,358.2,Estandar,Si,94.03
PKG-0620,24.45,409.0,Mismo_Dia,No,112.0
PKG-0621,15.03,453.9,Estandar,No,71.84
PKG-0622,25.92,406.5,Estandar,No,85.38
PKG-0623,18.48,440.0,Estandar,No,72.52
PKG-0624,25.75,512.4,Estandar,Si,108.75
PKG-0625,24.62,523.7,Mismo_Dia,Si,130.96
PKG-0626,23.11,202.3,Express,No,77.27
PKG-0627,8.71,291.4,Express,No,54.41
PKG-0628,9.25,626.6,Estandar,No,73.61
PKG-0629,16.3,301.4,Express,No,73.86
PKG-0630,,369.0,Estandar,No,32.01
PKG-0631,28.05,520.5,Estandar,No,100.21
PKG-0632,22.39,419.7,Mismo_Dia,No,111.78
PKG-0633,7.92,430.1,Estandar,Si,70.67
PKG-0634,9.6,548.2,Estandar,No,66.03
PKG-0635,13.98,300.4,Express,Si,83.11
PKG-0636,6.32,235.6,Express,No,54.64
PKG-0637,7.46,174.6,Estandar,No,31.66
PKG-0638,18.35,181.5,Mismo_Dia,No,85.42
PKG-0639,12.95,415.8,Express,No,69.69
PKG-0640,12.36,73.5,Mismo_Dia,No,63.77
PKG-0641,7.96,149.8,Estandar,No,34.33
PKG-0642,3.3,484.5,Express,No,64.85
PKG-0643,14.53,286.9,Mismo_Dia,No,87.37
PKG-0644,8.91,787.0,Mismo_Dia,No,115.26
PKG-0645,,148.1,Express,No,35.7
PKG-0646,25.07,344.6,Estandar,Si,89.78
PKG-0647,4.23,289.5,Estandar,Si,50.7
PKG-0648,19.78,389.7,Estandar,No,74.67
PKG-0649,5.46,15.5,Express,Si,45.92
PKG-0650,9.12,238.7,Estandar,No,41.46
PKG-0651,19.06,13.3,Estandar,No,43.06
PKG-0652,19.96,406.5,Estandar,No,67.22
PKG-0653,23.88,260.8,Mismo_Dia,No,97.33
PKG-0654,13.9,695.5,Mismo_Dia,No,112.82
PKG-0655,24.94,363.7,Express,No,90.96
PKG-0656,,174.4,Estandar,No,72.19
PKG-0657,,155.5,Express,Si,97.31
PKG-0658,8.84,505.5,Express,No,75.61
PKG-0659,2.37,427.5,Express,Si,70.77
PKG-0660,17.76,365.4,Express,No,76.44
PKG-0661,18.35,301.6,Estandar,No,61.91
PKG-0662,0.97,15.4,Estandar,Si,18.74
PKG-0663,7.38,486.3,Estandar,No,55.01
PKG-0664,26.78,614.3,Express,Si,126.07
PKG-0665,0.98,30.1,Express,No,16.79
PKG-0666,14.87,419.1,Estandar,No,62.79
PKG-0667,2.5,155.6,Express,No,43.38
PKG-0668,23.5,397.9,Estandar,No,76.29
PKG-0669,26.58,688.8,Mismo_Dia,No,133.42
PKG-0670,6.47,211.1,Estandar,No,33.25
PKG-0671,5.33,83.7,Estandar,No,21.83
PKG-0672,1.22,201.2,Express,No,31.79
PKG-0673,23.01,749.1,Estandar,No,104.24
PKG-0674,13.73,668.8,Express,No,98.56
PKG-0675,11.1,275.4,Mismo_Dia,No,75.75
PKG-0676,29.5,203.2,Estandar,No,72.9
PKG-0677,2.46,42.5,Express,No,24.46
PKG-0678,13.4,704.1,Express,Si,109.17
PKG-0679,7.08,788.0,Estandar,No,73.02
PKG-0680,26.62,412.1,Mismo_Dia,No,118.89
PKG-0681,16.04,526.5,Mismo_Dia,No,109.96
PKG-0682,14.74,316.5,Express,No,66.08
PKG-0683,10.4,517.6,Mismo_Dia,No,91.97
PKG-0684,14.44,272.8,Express,Si,74.65
PKG-0685,19.46,514.7,Express,No,94.0
PKG-0686,7.26,145.5,Express,No,47.24
PKG-0687,7.79,384.5,Estandar,Si,61.55
PKG-0688,14.44,179.3,Estandar,No,44.11
PKG-0689,26.4,87.3,Express,No,74.47
PKG-0690,20.06,86.0,Estandar,Si,57.09
PKG-0691,16.29,666.6,Estandar,No,85.43
PKG-0692,25.14,666.0,Express,Si,125.56
PKG-0693,8.72,795.1,Express,No,87.97
PKG-0694,5.57,720.4,Mismo_Dia,No,98.86
PKG-0695,25.18,187.8,Estandar,No,66.06
PKG-0696,10.42,310.0,Express,Si,75.16
PKG-0697,3.47,743.3,Estandar,No,72.14
PKG-0698,7.89,676.9,Estandar,Si,86.81
PKG-0699,20.37,188.0,Express,Si,82.88
PKG-0700,11.48,381.0,Estandar,No,59.89
PKG-0701,28.87,732.0,Estandar,No,115.22
PKG-0702,3.7,422.3,Estandar,No,46.3
PKG-0703,16.59,143.4,Mismo_Dia,No,75.84
PKG-0704,0.69,74.4,Estandar,No,14.24
PKG-0705,,387.6,Estandar,No,79.66
PKG-0706,17.17,222.8,Express,Si,80.41
PKG-0707,29.9,343.4,Estandar,No,88.97
PKG-0708,26.45,774.5,Mismo_Dia,Si,161.47
PKG-0709,19.11,663.7,Express,Si,123.95
PKG-0710,21.37,24.8,Express,No,65.55
PKG-0711,19.78,99.0,Estandar,No,51.04
PKG-0712,29.73,229.3,Estandar,No,81.54
PKG-0713,11.47,591.1,Mismo_Dia,No,106.03
PKG-0714,12.4,765.3,Mismo_Dia,No,120.32
PKG-0715,20.88,350.8,Express,No,83.88
PKG-0716,22.74,540.1,Mismo_Dia,No,126.7
PKG-0717,3.8,528.0,Estandar,No,55.42
PKG-0718,26.02,654.5,Estandar,No,105.81
PKG-0719,13.73,710.0,Express,No,97.9
PKG-0720,5.97,773.6,Estandar,No,82.89
PKG-0721,20.17,479.6,Estandar,Si,91.58
PKG-0722,11.79,565.0,Estandar,No,73.64
PKG-0723,18.33,566.8,Estandar,No,86.88
PKG-0724,25.46,409.0,Estandar,No,80.97
PKG-0725,2.09,151.7,Express,No,32.54
PKG-0726,,735.6,Estandar,No,87.47
PKG-0727,9.85,688.3,Express,No,90.15
PKG-0728,13.74,519.4,Estandar,No,72.64
PKG-0729,,756.2,Estandar,Si,131.92
PKG-0730,9.5,303.3,Express,Si,69.68
PKG-0731,13.85,312.0,Estandar,No,55.38
PKG-0732,27.86,117.8,Express,Si,88.04
PKG-0733,29.98,594.4,Express,No,119.18
PKG-0734,18.64,604.1,Mismo_Dia,No,111.77
PKG-0735,4.17,450.0,Express,No,64.44
PKG-0736,0.6,124.2,Estandar,No,12.11
PKG-0737,,107.6,Express,No,66.11
PKG-0738,15.26,340.0,Mismo_Dia,No,94.34
PKG-0739,8.16,537.9,Estandar,Si,71.69
PKG-0740,1.81,623.0,Estandar,No,58.51
PKG-0741,10.87,70.6,Estandar,No,32.87
PKG-0742,13.59,778.5,Estandar,No,87.97
PKG-0743,8.38,70.5,Estandar,No,25.41
PKG-0744,6.37,423.0,Estandar,No,49.46
PKG-0745,19.29,618.0,Estandar,Si,104.36
PKG-0746,5.92,512.1,Express,No,66.5
PKG-0747,25.16,178.2,Estandar,Si,71.03
PKG-0748,24.49,230.4,Estandar,No,69.09
PKG-0749,1.98,67.1,Estandar,No,15.06
PKG-0750,22.32,,Estandar,Si,122.3
PKG-0751,4.58,533.0,Estandar,No,50.82
PKG-0752,11.51,150.7,Estandar,No,38.53
PKG-0753,26.54,290.8,Estandar,No,78.24
PKG-0754,28.01,256.6,Estandar,No,71.66
PKG-0755,15.33,693.5,Express,No,97.48
PKG-0756,17.81,407.3,Express,No,86.21
PKG-0757,16.3,200.8,Estandar,No,52.35
PKG-0758,23.05,10.4,Express,No,52.74
PKG-0759,22.99,415.2,Estandar,No,78.03
PKG-0760,20.91,670.4,Estandar,Si,100.71
PKG-0761,13.72,207.8,Estandar,No,46.25
PKG-0762,10.19,376.4,Express,No,67.44
PKG-0763,0.98,25.9,Mismo_Dia,Si,51.2
PKG-0764,21.94,389.8,Estandar,No,72.16
PKG-0765,28.76,342.9,Mismo_Dia,No,111.92
PKG-0766,0.59,392.0,Express,No,43.2
PKG-0767,18.71,289.8,Estandar,No,61.21
PKG-0768,22.24,,Estandar,No,99.33
PKG-0769,5.74,561.7,Express,Si,85.87
PKG-0770,9.05,283.7,Mismo_Dia,No,69.82
PKG-0771,22.24,489.9,Mismo_Dia,No,113.2
PKG-0772,10.14,709.0,Estandar,Si,90.28
PKG-0773,19.15,222.2,Express,No,75.67
PKG-0774,19.26,669.6,Estandar,No,90.98
PKG-0775,7.09,599.0,Estandar,Si,71.5
PKG-0776,24.12,787.9,Estandar,No,109.2
PKG-0777,6.24,301.9,Estandar,No,34.71
PKG-0778,12.53,758.4,Estandar,No,87.78
PKG-0779,4.32,72.5,Mismo_Dia,No,51.59
PKG-0780,24.05,366.7,Mismo_Dia,No,113.75
PKG-0781,6.06,,Express,No,66.28
PKG-0782,6.58,332.1,Express,Si,60.23
PKG-0783,1.13,184.2,Express,No,31.72
PKG-0784,14.44,627.1,Estandar,No,84.15
PKG-0785,9.06,685.1,Estandar,No,76.66
PKG-0786,1.59,386.5,Estandar,No,41.59
PKG-0787,20.74,680.7,Estandar,No,103.67
PKG-0788,18.73,453.6,Mismo_Dia,No,110.43
PKG-0789,15.85,94.6,Estandar,No,43.49
PKG-0790,26.97,219.7,Express,No,79.8
PKG-0791,16.55,446.1,Estandar,Si,79.57
PKG-0792,22.85,185.2,Estandar,No,61.36
PKG-0793,18.61,246.0,Express,No,67.12
PKG-0794,1.48,774.8,Estandar,No,65.89
PKG-0795,27.63,770.8,Express,No,126.32
PKG-0796,12.75,727.5,Estandar,No,87.75
PKG-0797,16.75,387.8,Express,No,81.11
PKG-0798,11.39,105.9,Express,No,48.16
PKG-0799,,494.2,Mismo_Dia,No,110.41
PKG-0800,11.85,191.1,Estandar,No,39.32
PKG-0801,16.54,550.2,Mismo_Dia,Si,119.23
PKG-0802,26.57,413.7,Estandar,No,84.78
PKG-0803,8.69,667.3,Estandar,No,76.13
PKG-0804,19.04,147.4,Estandar,Si,63.16
PKG-0805,19.55,302.7,Express,No,77.63
PKG-0806,,728.9,Estandar,Si,77.62
PKG-0807,8.94,251.0,Express,Si,66.89
PKG-0808,25.08,305.5,Express,No,84.64
PKG-0809,27.56,674.1,Express,No,119.86
PKG-0810,0.85,401.4,Express,No,50.46
PKG-0811,12.45,428.9,Express,No,78.48
PKG-0812,23.46,306.4,Estandar,Si,85.31
PKG-0813,25.92,557.4,Estandar,Si,105.9
PKG-0814,5.48,273.2,Mismo_Dia,No,68.16
PKG-0815,4.92,414.5,Express,No,56.94
PKG-0816,5.95,360.3,Mismo_Dia,No,76.88
PKG-0817,4.1,592.2,Express,No,68.68
PKG-0818,,413.1,Estandar,No,47.98
PKG-0819,3.9,430.3,Mismo_Dia,No,77.66
PKG-0820,5.13,76.6,Express,No,31.9
PKG-0821,24.37,33.5,Express,No,64.69
PKG-0822,16.39,633.7,Estandar,Si,100.9
PKG-0823,28.84,328.5,Estandar,No,82.73
PKG-0824,29.07,718.5,Estandar,No,123.77
PKG-0825,3.0,762.8,Express,No,82.15
PKG-0826,28.44,657.8,Estandar,Si,121.63
PKG-0827,29.48,350.8,Express,Si,110.89
PKG-0828,27.68,493.9,Mismo_Dia,Si,141.57
PKG-0829,9.9,646.3,Mismo_Dia,Si,120.28
PKG-0830,2.11,53.5,Express,No,20.97
PKG-0831,21.88,120.2,Estandar,No,51.22
PKG-0832,20.29,201.8,Estandar,No,52.01
PKG-0833,26.9,472.1,Estandar,No,85.43
PKG-0834,6.56,111.8,Express,No,31.64
PKG-0835,28.64,575.9,Express,No,119.98
PKG-0836,23.16,432.0,Mismo_Dia,No,110.06
PKG-0837,16.68,308.4,Express,No,74.44
PKG-0838,15.57,471.0,Express,No,82.78
PKG-0839,11.14,286.4,Mismo_Dia,Si,88.18
PKG-0840,12.78,223.4,Express,No,61.79
PKG-0841,,522.8,Estandar,No,69.24
PKG-0842,15.45,784.7,Mismo_Dia,No,126.59
PKG-0843,12.99,282.4,Express,Si,76.04
PKG-0844,23.98,284.4,Express,No,86.67
PKG-0845,24.11,273.5,Express,No,88.47
PKG-0846,10.77,341.6,Estandar,No,48.99
PKG-0847,15.06,457.6,Mismo_Dia,Si,106.57
PKG-0848,0.54,529.9,Mismo_Dia,No,76.38
PKG-0849,18.18,771.0,Mismo_Dia,No,131.67
PKG-0850,14.27,650.8,Express,No,94.8
PKG-0851,24.32,307.2,Mismo_Dia,No,104.13
PKG-0852,1.26,523.5,Mismo_Dia,No,87.55
PKG-0853,3.27,719.6,Estandar,No,57.77
PKG-0854,17.22,183.1,Estandar,No,47.82
PKG-0855,9.38,545.3,Express,No,71.42
PKG-0856,,212.2,Mismo_Dia,No,69.15
PKG-0857,4.65,330.9,Estandar,Si,48.96
PKG-0858,27.64,127.7,Express,No,83.22
PKG-0859,13.09,347.8,Express,No,66.64
PKG-0860,6.42,200.6,Estandar,No,32.42
PKG-0861,5.66,638.4,Estandar,No,75.35
PKG-0862,11.29,676.5,Express,Si,107.64
PKG-0863,13.11,202.8,Express,No,58.17
PKG-0864,27.97,486.2,Estandar,No,95.81
PKG-0865,4.04,234.5,Express,No,41.29
PKG-0866,25.49,296.1,Estandar,No,71.97
PKG-0867,13.47,510.6,Estandar,No,69.89
PKG-0868,5.79,214.7,Express,No,43.35
PKG-0869,9.37,435.0,Estandar,No,59.9
PKG-0870,28.9,416.1,Mismo_Dia,No,120.91
PKG-0871,15.69,,Express,No,100.95
PKG-0872,13.33,402.6,Estandar,No,56.57
PKG-0873,8.85,,Estandar,No,58.23
PKG-0874,22.06,404.7,Estandar,No,77.61
PKG-0875,10.44,654.2,Estandar,Si,88.74
PKG-0876,5.56,464.5,Estandar,Si,65.09
PKG-0877,16.21,228.0,Estandar,Si,64.63
PKG-0878,17.93,450.6,Express,No,84.64
PKG-0879,26.15,385.0,Estandar,No,84.95
PKG-0880,23.57,410.1,Express,No,85.41
PKG-0881,21.66,253.9,Estandar,Si,71.4
PKG-0882,22.3,709.1,Express,No,111.91
PKG-0883,28.46,315.5,Estandar,Si,97.59
PKG-0884,9.04,520.5,Mismo_Dia,No,88.36
PKG-0885,14.47,436.6,Mismo_Dia,No,91.86
PKG-0886,17.38,292.1,Estandar,No,57.67
PKG-0887,19.55,630.8,Estandar,No,93.95
PKG-0888,6.28,521.1,Estandar,Si,66.7
PKG-0889,8.68,,Mismo_Dia,Si,91.71
PKG-0890,14.13,467.3,Estandar,Si,80.21
PKG-0891,12.38,731.9,Express,No,100.55
PKG-0892,11.16,,Estandar,No,51.42
PKG-0893,26.16,,Estandar,Si,130.25
PKG-0894,19.15,387.1,Express,No,82.38
PKG-0895,,634.5,Estandar,No,65.6
PKG-0896,22.3,378.1,Estandar,No,71.98
PKG-0897,14.37,160.6,Mismo_Dia,No,74.25
PKG-0898,28.12,578.5,Express,Si,127.17
PKG-0899,29.71,264.1,Estandar,Si,91.53
PKG-0900,17.02,593.6,Estandar,No,77.48
PKG-0901,28.11,649.9,Estandar,No,106.52
PKG-0902,28.58,189.0,Estandar,No,75.76
PKG-0903,23.71,560.1,Mismo_Dia,No,124.13
PKG-0904,22.76,23.3,Estandar,No,51.69
PKG-0905,13.97,560.2,Estandar,Si,86.18
PKG-0906,7.84,193.1,Estandar,No,41.9
PKG-0907,16.73,120.3,Mismo_Dia,No,73.09
PKG-0908,1.71,444.4,Mismo_Dia,No,67.77
PKG-0909,12.81,144.1,Express,Si,62.48
PKG-0910,21.47,245.3,Estandar,No,64.11
PKG-0911,23.12,679.8,Express,No,110.8
PKG-0912,11.2,108.4,Express,Si,56.35
PKG-0913,17.79,639.1,Estandar,No,88.24
PKG-0914,14.58,106.9,Express,No,57.94
PKG-0915,15.0,541.9,Estandar,No,77.14
PKG-0916,23.14,,Estandar,No,84.56
PKG-0917,23.43,729.8,Estandar,No,107.17
PKG-0918,24.52,754.8,Estandar,No,104.92
PKG-0919,17.43,97.8,Estandar,Si,63.89
PKG-0920,,714.9,Express,No,99.93
PKG-0921,,721.0,Express,Si,90.18
PKG-0922,1.73,376.3,Mismo_Dia,No,64.88
PKG-0923,9.6,647.9,Mismo_Dia,Si,113.94
PKG-0924,5.07,179.0,Mismo_Dia,No,61.24
PKG-0925,18.09,654.9,Express,Si,116.23
PKG-0926,28.32,529.4,Estandar,No,99.58
PKG-0927,11.12,252.7,Estandar,No,46.62
PKG-0928,7.68,90.8,Express,No,35.16
PKG-0929,18.89,732.7,Estandar,No,96.9
PKG-0930,19.6,150.1,Estandar,No,50.01
PKG-0931,5.56,164.0,Estandar,Si,40.29
PKG-0932,28.26,560.8,Express,No,115.17
PKG-0933,22.26,221.9,Estandar,No,64.37
PKG-0934,9.72,563.8,Estandar,No,65.42
PKG-0935,7.47,13.5,Express,Si,44.08
PKG-0936,13.02,40.1,Mismo_Dia,Si,79.54
PKG-0937,11.83,774.7,Estandar,No,83.96
PKG-0938,19.85,77.1,Estandar,No,46.15
PKG-0939,11.24,442.9,Estandar,No,63.16
PKG-0940,20.75,528.7,Mismo_Dia,No,115.21
PKG-0941,,22.9,Express,No,41.4
PKG-0942,8.66,209.4,Estandar,No,38.25
PKG-0943,21.34,571.5,Estandar,No,86.89
PKG-0944,6.76,309.1,Estandar,No,44.67
PKG-0945,1.64,621.6,Express,No,75.14
PKG-0946,25.94,348.9,Estandar,No,82.84
PKG-0947,,706.0,Mismo_Dia,No,154.26
PKG-0948,27.97,729.1,Estandar,Si,124.46
PKG-0949,26.38,,Estandar,No,88.59
PKG-0950,23.76,175.0,Express,No,80.31
PKG-0951,23.36,194.1,Estandar,No,61.49
PKG-0952,28.68,233.2,Mismo_Dia,Si,120.08
PKG-0953,22.65,311.6,Estandar,No,73.65
PKG-0954,12.1,168.7,Estandar,No,34.08
PKG-0955,18.35,408.1,Express,No,81.71
PKG-0956,0.77,698.1,Mismo_Dia,No,93.48
PKG-0957,23.08,714.5,Estandar,No,105.99
PKG-0958,28.98,261.5,Estandar,No,81.8
PKG-0959,26.91,482.8,Estandar,Si,98.13
PKG-0960,4.02,461.1,Estandar,Si,61.66
PKG-0961,10.25,143.3,Express,Si,63.33
PKG-0962,28.17,122.9,Estandar,No,59.22
PKG-0963,5.57,309.8,Estandar,No,38.34
PKG-0964,20.08,749.5,Mismo_Dia,No,128.51
PKG-0965,11.7,758.9,Express,Si,107.97
PKG-0966,29.26,253.8,Express,Si,100.77
PKG-0967,5.27,171.8,Express,No,40.54
PKG-0968,11.37,346.9,Estandar,No,54.64
PKG-0969,19.16,792.0,Estandar,No,108.78
PKG-0970,18.48,667.9,Mismo_Dia,Si,132.19
PKG-0971,2.09,413.1,Mismo_Dia,No,76.36
PKG-0972,10.18,427.4,Express,No,76.13
PKG-0973,28.91,590.4,Mismo_Dia,Si,141.3
PKG-0974,15.14,561.2,Mismo_Dia,No,100.25
PKG-0975,28.78,711.6,Mismo_Dia,No,147.86
PKG-0976,22.43,559.5,Estandar,No,87.27
PKG-0977,,301.6,Estandar,No,51.76
PKG-0978,27.7,634.8,Estandar,No,109.91
PKG-0979,21.56,536.5,Estandar,No,80.97
PKG-0980,20.99,73.7,Express,Si,75.31
PKG-0981,19.76,206.2,Express,No,73.5
PKG-0982,3.21,478.9,Estandar,Si,62.96
PKG-0983,15.26,347.7,Express,No,75.22
PKG-0984,26.27,,Mismo_Dia,No,120.21
PKG-0985,7.47,21.9,Estandar,No,24.66
PKG-0986,1.5,476.2,Estandar,No,44.6
PKG-0987,28.39,732.1,Estandar,No,116.97
PKG-0988,19.94,756.0,Estandar,Si,110.35
PKG-0989,3.08,434.1,Express,Si,66.28
PKG-0990,1.43,60.3,Estandar,No,17.97
PKG-0991,9.62,294.4,Mismo_Dia,Si,87.21
PKG-0992,2.0,738.1,Express,No,84.94
PKG-0993,9.31,395.4,Express,Si,79.42
PKG-0994,22.66,792.7,Mismo_Dia,No,137.2
PKG-0995,12.41,140.5,Express,Si,59.28
PKG-0996,22.84,578.1,Mismo_Dia,No,118.74
PKG-0997,9.25,238.6,Express,No,54.08
PKG-0998,15.36,669.8,Express,No,97.43
PKG-0999,,481.5,Express,No,81.55
PKG-1000,17.08,247.1,Mismo_Dia,Si,97.32
PKG-1001,15.0,264.7,Express,Si,72.15
PKG-1002,21.23,286.5,Estandar,Si,71.21
PKG-1003,11.33,425.6,Express,Si,82.07
PKG-1004,7.18,714.8,Estandar,Si,90.89
PKG-1005,25.63,286.1,Express,No,82.9
PKG-1006,1.43,248.0,Mismo_Dia,No,53.66
PKG-1007,18.23,672.2,Estandar,No,90.67
PKG-1008,6.75,607.2,Express,No,76.67
PKG-1009,,601.5,Express,No,94.74
PKG-1010,29.09,52.2,Express,No,78.44
PKG-1011,1.47,302.3,Mismo_Dia,Si,75.78
PKG-1012,22.97,91.6,Express,No,67.28
PKG-1013,29.04,375.4,Express,No,99.53
PKG-1014,9.46,569.8,Express,Si,88.66
PKG-1015,6.98,344.6,Estandar,Si,58.46
PKG-1016,24.93,714.4,Mismo_Dia,No,139.32
PKG-1017,12.97,112.6,Express,No,47.07
PKG-1018,4.52,374.1,Estandar,No,43.76
PKG-1019,29.59,543.0,Estandar,No,99.02
PKG-1020,16.93,477.5,Express,No,82.77
PKG-1021,5.12,237.1,Express,Si,60.9
PKG-1022,17.02,694.8,Mismo_Dia,No,121.57
PKG-1023,10.37,439.5,Express,No,72.45
PKG-1024,16.89,740.5,Estandar,No,89.82
PKG-1025,29.24,507.3,Express,No,106.84
PKG-1026,28.59,666.7,Express,No,120.94
PKG-1027,25.37,338.7,Estandar,No,72.86
PKG-1028,23.27,421.1,Estandar,No,82.01
PKG-1029,1.43,324.9,Mismo_Dia,No,58.56
PKG-1030,,417.5,Estandar,No,84.67
PKG-1031,17.56,373.2,Estandar,Si,74.96
PKG-1032,16.91,,Express,No,64.8
PKG-1033,12.78,153.5,Estandar,Si,52.83
PKG-1034,3.3,600.1,Mismo_Dia,No,86.49
PKG-1035,6.3,,Mismo_Dia,No,63.29
PKG-1036,9.36,220.3,Express,No,46.71
PKG-1037,22.51,676.5,Estandar,No,100.36
PKG-1038,29.97,361.8,Estandar,Si,102.1
PKG-1039,20.87,69.2,Estandar,No,48.63
PKG-1040,6.89,275.7,Estandar,No,36.45
PKG-1041,3.47,42.7,Estandar,Si,22.6
PKG-1042,14.47,206.5,Estandar,No,48.68
PKG-1043,7.04,378.4,Estandar,Si,52.94
PKG-1044,22.6,39.7,Mismo_Dia,No,82.69
PKG-1045,,466.0,Estandar,No,51.28
PKG-1046,3.87,492.7,Express,No,67.35
PKG-1047,15.82,728.3,Mismo_Dia,Si,139.79
PKG-1048,8.29,191.6,Estandar,No,37.39
PKG-1049,14.76,264.1,Express,Si,77.6
PKG-1050,5.61,276.9,Express,No,54.02
PKG-1051,6.11,531.9,Estandar,Si,72.79
PKG-1052,16.67,492.9,Estandar,No,74.91
PKG-1053,27.26,31.9,Express,No,71.92
PKG-1054,25.82,473.9,Estandar,Si,102.71
PKG-1055,20.4,105.9,Estandar,No,52.32
PKG-1056,20.14,512.8,Express,No,95.75
PKG-1057,11.07,460.9,Express,No,76.11
PKG-1058,12.06,64.2,Express,No,40.52
PKG-1059,28.3,713.3,Estandar,No,112.28
PKG-1060,18.51,434.0,Mismo_Dia,No,96.67
PKG-1061,2.85,401.3,Express,No,56.95
PKG-1062,28.59,501.7,Estandar,No,94.05
PKG-1063,10.53,588.8,Mismo_Dia,No,101.36
PKG-1064,12.97,738.1,Estandar,No,90.35
PKG-1065,17.6,699.4,Express,No,104.11
PKG-1066,18.21,396.1,Express,No,75.28
PKG-1067,17.04,413.6,Mismo_Dia,Si,112.03
PKG-1068,18.05,224.1,Estandar,Si,69.17
PKG-1069,18.22,182.3,Mismo_Dia,Si,92.52
PKG-1070,18.59,504.9,Estandar,No,78.18
PKG-1071,18.18,715.2,Estandar,No,97.34
PKG-1072,11.15,751.7,Estandar,Si,94.38
PKG-1073,,123.9,Express,Si,44.53
